word,meaning,source_sentence,target_sentence,input_text,target_text
Óc trâu (1),Hòn cục lợn cợn do vón cục (trộn vữa).,Tụi bây trộn hồ cái kiểu gì mà óc trâu thế này làm sao mà tô,Các cậu trộn vữa kiểu gì mà lợn cợn vón cục thế này làm sao mà trát,Óc trâu (1) [SEP] Hòn cục lợn cợn do vón cục (trộn vữa). [SEP] Tụi bây trộn hồ cái kiểu gì mà óc trâu thế này làm sao mà tô,Các cậu trộn vữa kiểu gì mà lợn cợn vón cục thế này làm sao mà trát
Tép (cặp),Cặp da đựng sách vở,Đi học xách cái tép da nhìn quách ghê.,Đi học xách chiếc cặp da trông oách thật.,Tép (cặp) [SEP] Cặp da đựng sách vở [SEP] Đi học xách cái tép da nhìn quách ghê.,Đi học xách chiếc cặp da trông oách thật.
Quá sá mấu,Nhấn mạnh của quá sá,Chuyến này vui quá sá mấu luôn.,Chuyến này vui cực kỳ luôn.,Quá sá mấu [SEP] Nhấn mạnh của quá sá [SEP] Chuyến này vui quá sá mấu luôn.,Chuyến này vui cực kỳ luôn.
Xì phé,Đánh bài Poker,"Cái kiểu xì phé đó quen lắm rồi, ai ở đây cũng biết.","Cái kiểu đánh bài poker đó quen lắm rồi, ai ở đây cũng biết.","Xì phé [SEP] Đánh bài Poker [SEP] Cái kiểu xì phé đó quen lắm rồi, ai ở đây cũng biết.","Cái kiểu đánh bài poker đó quen lắm rồi, ai ở đây cũng biết."
Lắp lém,Lấp liếm toan tính lắt nhắt xa xa không rõ mấp mé lúp xúp.,Chuyện này mới lấp lém thôi,Chuyện này mới manh nha thôi,Lắp lém [SEP] Lấp liếm toan tính lắt nhắt xa xa không rõ mấp mé lúp xúp. [SEP] Chuyện này mới lấp lém thôi,Chuyện này mới manh nha thôi
Xáp (lá cà),Tiến gần đánh giáp mặt,"Ông Năm hay nói tới chuyện xáp hoài, tao quen tai rồi.","Ông Năm hay nói tới chuyện tiến gần; đánh giáp mặt mãi, tớ quen tai rồi.","Xáp (lá cà) [SEP] Tiến gần đánh giáp mặt [SEP] Ông Năm hay nói tới chuyện xáp hoài, tao quen tai rồi.","Ông Năm hay nói tới chuyện tiến gần; đánh giáp mặt mãi, tớ quen tai rồi."
Đế,"Rượu đế, cồn nồng độ cao",Tôi thì tôi thích uống đế hơn uống bia,Tôi thì tôi thích uống rượu trắng hơn uống bia,"Đế [SEP] Rượu đế, cồn nồng độ cao [SEP] Tôi thì tôi thích uống đế hơn uống bia",Tôi thì tôi thích uống rượu trắng hơn uống bia
Khùng khiu,"Loạn trí và ngọng nghịu, khù khờ.",Cái thằng coi khùng khiu vậy chớ mà cũng biết thương ghét lắm nghen.,Cái thằng trông khù khờ dở hơi vậy chứ mà cũng biết thương ghét lắm nhé.,"Khùng khiu [SEP] Loạn trí và ngọng nghịu, khù khờ. [SEP] Cái thằng coi khùng khiu vậy chớ mà cũng biết thương ghét lắm nghen.",Cái thằng trông khù khờ dở hơi vậy chứ mà cũng biết thương ghét lắm nhé.
Xanh dờn,Xanh mượt Từ chối thẳng thừng,"Nó từ chối một câu xanh dờn, hổng đổi ý đâu.","Nó từ chối một câu thẳng thừng, không đổi ý đâu.","Xanh dờn [SEP] Xanh mượt Từ chối thẳng thừng [SEP] Nó từ chối một câu xanh dờn, hổng đổi ý đâu.","Nó từ chối một câu thẳng thừng, không đổi ý đâu."
Ụa,Nôn mửa,Ăn vô bao nhiêu là ụa ra hết.,Ăn vào bao nhiêu là nôn ra hết.,Ụa [SEP] Nôn mửa [SEP] Ăn vô bao nhiêu là ụa ra hết.,Ăn vào bao nhiêu là nôn ra hết.
Heo nọc chiếc,Lợn rừng đực to đi một mình.,"Ớn chớ, gặp heo nọc chiếc nhìn thấy người là nó tấn công liền.","Đáng sợ lắm chứ, chạm trán con lợn rừng đực độc chiếc, nó cứ thấy người là chủ động tấn công ngay.","Heo nọc chiếc [SEP] Lợn rừng đực to đi một mình. [SEP] Ớn chớ, gặp heo nọc chiếc nhìn thấy người là nó tấn công liền.","Đáng sợ lắm chứ, chạm trán con lợn rừng đực độc chiếc, nó cứ thấy người là chủ động tấn công ngay."
Cầu thang,Thang gác hoặc cầu bắc ven sông để rửa ráy,Chân cậu bước nhanh rồi dừng nơi đầu cầu thang kiểu cầu,Anh ta bước nhanh rồi dừng lại ở đầu chiếc cầu tắm ven sông,Cầu thang [SEP] Thang gác hoặc cầu bắc ven sông để rửa ráy [SEP] Chân cậu bước nhanh rồi dừng nơi đầu cầu thang kiểu cầu,Anh ta bước nhanh rồi dừng lại ở đầu chiếc cầu tắm ven sông
Bốc xẹt,"Bịa đặt, lãng xẹt",Nghe thằng ba đía kể toàn chuyện bốc xẹt,Nghe gã mồm mép kể toàn chuyện bốc phét,"Bốc xẹt [SEP] Bịa đặt, lãng xẹt [SEP] Nghe thằng ba đía kể toàn chuyện bốc xẹt",Nghe gã mồm mép kể toàn chuyện bốc phét
Ngàn,"Nghìn, số đếm.",Thử cho đúng lượng mấy ngàn cũng mua.,Thử cho đúng lượng mấy nghìn cũng mua.,"Ngàn [SEP] Nghìn, số đếm. [SEP] Thử cho đúng lượng mấy ngàn cũng mua.",Thử cho đúng lượng mấy nghìn cũng mua.
Mần,"Làm, làm việc ăn uống, giết thịt đánh đòn Làm ăn sinh sống.",Bọn này mần ăn đàng hoàng lắm.,Bọn này làm ăn đàng hoàng lắm.,"Mần [SEP] Làm, làm việc ăn uống, giết thịt đánh đòn Làm ăn sinh sống. [SEP] Bọn này mần ăn đàng hoàng lắm.",Bọn này làm ăn đàng hoàng lắm.
Ệu,"Nhũn, quá mềm",Để mấy trái xoài này nó mềm ệu ăn hết ngon,Để mấy quả xoài này nó mềm nhũn ăn mất ngon,"Ệu [SEP] Nhũn, quá mềm [SEP] Để mấy trái xoài này nó mềm ệu ăn hết ngon",Để mấy quả xoài này nó mềm nhũn ăn mất ngon
Lố (1),1 lố 12 cái (hoặc 6 cái).,Một lố chén kiểu giá bao nhiêu vậy chị?,Một tá bát sứ giá bao nhiêu vậy chị?,Lố (1) [SEP] 1 lố 12 cái (hoặc 6 cái). [SEP] Một lố chén kiểu giá bao nhiêu vậy chị?,Một tá bát sứ giá bao nhiêu vậy chị?
Nghênh ngang,Nghênh mặt,Mới có chút xíu tiền mà đi đứng nghênh ngang không coi ai ra gì.,Mới có tí tiền mà đi đứng vênh váo không coi ai ra gì cả.,Nghênh ngang [SEP] Nghênh mặt [SEP] Mới có chút xíu tiền mà đi đứng nghênh ngang không coi ai ra gì.,Mới có tí tiền mà đi đứng vênh váo không coi ai ra gì cả.
Xe hàng,Xe tải mui xe tạp hóa dạo,Xe hàng nó chạy ẩu dữ lắm.,Xe tải nó chạy ẩu lắm.,Xe hàng [SEP] Xe tải mui xe tạp hóa dạo [SEP] Xe hàng nó chạy ẩu dữ lắm.,Xe tải nó chạy ẩu lắm.
Rần rần (rộ rộ),"Tấp nập, sung túc","Chuyện rần rần này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện tấp nập này nghe lạ nhưng thật đó, tớ chứng kiến.","Rần rần (rộ rộ) [SEP] Tấp nập, sung túc [SEP] Chuyện rần rần này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện tấp nập này nghe lạ nhưng thật đó, tớ chứng kiến."
Ắp lẫm,"Đầy ắp, nhiều việc cần phải giải quyết.",Công việc ắp lẫm không tài nào ông ta giải quyết hết nổi.,Công việc nhiều bề bộn không tài nào ông ta giải quyết hết nổi.,"Ắp lẫm [SEP] Đầy ắp, nhiều việc cần phải giải quyết. [SEP] Công việc ắp lẫm không tài nào ông ta giải quyết hết nổi.",Công việc nhiều bề bộn không tài nào ông ta giải quyết hết nổi.
Vông nem,Cây lá gói nem,Gói nem bằng lá vông nem mới đúng bài.,Gói nem bằng lá vông mới đúng kiểu.,Vông nem [SEP] Cây lá gói nem [SEP] Gói nem bằng lá vông nem mới đúng bài.,Gói nem bằng lá vông mới đúng kiểu.
Giỡn ngộ,"Đùa, không thật (cách nói khác của giỡn chơi)","Anh nói chuyện giỡn ngộ hoài, làm gì có chuyện xe xuống giá","Anh cứ nói đùa mãi, làm gì có chuyện xe giảm giá sâu như thế","Giỡn ngộ [SEP] Đùa, không thật (cách nói khác của giỡn chơi) [SEP] Anh nói chuyện giỡn ngộ hoài, làm gì có chuyện xe xuống giá","Anh cứ nói đùa mãi, làm gì có chuyện xe giảm giá sâu như thế"
Uất trì (địa ngục),"Dốt nát, đần độn","Chuyện uất trì này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện dốt nát này nghe lạ nhưng thật đó, tớ chứng kiến.","Uất trì (địa ngục) [SEP] Dốt nát, đần độn [SEP] Chuyện uất trì này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện dốt nát này nghe lạ nhưng thật đó, tớ chứng kiến."
Chềm bệp,"Ngồi bệt, mông và chân áp sát mặt nền (chèm bẹp)","Nhà của má lót gạch, con ngồi chềm bệp thấy đã thiệt","Nhà của mẹ lát gạch, con ngồi bệt xuống thấy thích thật","Chềm bệp [SEP] Ngồi bệt, mông và chân áp sát mặt nền (chèm bẹp) [SEP] Nhà của má lót gạch, con ngồi chềm bệp thấy đã thiệt","Nhà của mẹ lát gạch, con ngồi bệt xuống thấy thích thật"
Chế (3),"Đổ, rót (nước chất lỏng)","con chế vào bình trà, chế thêm dầu vào lửa","con rót nước sôi vào ấm trà, thêm dầu vào lửa","Chế (3) [SEP] Đổ, rót (nước chất lỏng) [SEP] con chế vào bình trà, chế thêm dầu vào lửa","con rót nước sôi vào ấm trà, thêm dầu vào lửa"
Bí rợ,"Bí ngô, bí đỏ","Trên nền ấy, họ trồng nào bí rợ, dưa leo","Trên nền ấy, họ trồng nào là bí đỏ, dưa chuột","Bí rợ [SEP] Bí ngô, bí đỏ [SEP] Trên nền ấy, họ trồng nào bí rợ, dưa leo","Trên nền ấy, họ trồng nào là bí đỏ, dưa chuột"
Thốn,Đau nhói Sướng tột độ,"Con Lan giải thích cho tụi nhỏ nghe về thốn, tụi nhỏ gật gù.","Con Lan giải thích cho bọn nhỏ nghe về đau nhói, bọn nhỏ gật gù.","Thốn [SEP] Đau nhói Sướng tột độ [SEP] Con Lan giải thích cho tụi nhỏ nghe về thốn, tụi nhỏ gật gù.","Con Lan giải thích cho bọn nhỏ nghe về đau nhói, bọn nhỏ gật gù."
Rị (mọ),Kéo ghì Lọ mọ chậm chạp,Nó rị mọ sửa cái xe cả buổi.,Nó tẩn mẩn sửa chiếc xe cả buổi.,Rị (mọ) [SEP] Kéo ghì Lọ mọ chậm chạp [SEP] Nó rị mọ sửa cái xe cả buổi.,Nó tẩn mẩn sửa chiếc xe cả buổi.
Bạc xỉu,Sữa đá pha chút cà phê,Cho một cái bánh bao và một bạc xỉu,Cho một cái bánh bao và một cốc bạc xỉu,Bạc xỉu [SEP] Sữa đá pha chút cà phê [SEP] Cho một cái bánh bao và một bạc xỉu,Cho một cái bánh bao và một cốc bạc xỉu
Mỡ cái,"Mỡ còn nguyên miếng, chưa thắng (rắn) ra nước.",Miếng mỡ cái này bao nhiêu vậy chị?,Miếng mỡ thăn này bao nhiêu vậy chị?,"Mỡ cái [SEP] Mỡ còn nguyên miếng, chưa thắng (rắn) ra nước. [SEP] Miếng mỡ cái này bao nhiêu vậy chị?",Miếng mỡ thăn này bao nhiêu vậy chị?
Bơ ngơ,"Bơ vơ, lẻ loi Bỡ ngỡ, ngơ ngác",Một mình tôi bơ ngơ nơi xứ lạ quê người,"Tôi cảm thấy cô đơn, lạc lõng giữa thành phố xa lạ này","Bơ ngơ [SEP] Bơ vơ, lẻ loi Bỡ ngỡ, ngơ ngác [SEP] Một mình tôi bơ ngơ nơi xứ lạ quê người","Tôi cảm thấy cô đơn, lạc lõng giữa thành phố xa lạ này"
Mắc tôm tích,Bụng ỏng đít beo (suy dinh dưỡng nhiễm giun ở trẻ con).,Thằng nhỏ có cái bụng phình rĩnh. Chắc là bị mắc tôm tích quá.,Thằng nhỏ bụng ỏng ra. Chắc là bị nhiễm giun sán rồi.,Mắc tôm tích [SEP] Bụng ỏng đít beo (suy dinh dưỡng nhiễm giun ở trẻ con). [SEP] Thằng nhỏ có cái bụng phình rĩnh. Chắc là bị mắc tôm tích quá.,Thằng nhỏ bụng ỏng ra. Chắc là bị nhiễm giun sán rồi.
Quýu (giò đít),"Cóng, run (vì lạnh sợ)",Nghe có ma là nó sợ quýu giò.,Nghe có ma là nó sợ run lẩy bẩy.,"Quýu (giò đít) [SEP] Cóng, run (vì lạnh sợ) [SEP] Nghe có ma là nó sợ quýu giò.",Nghe có ma là nó sợ run lẩy bẩy.
Nhặm,"Nhanh nhẹn, tháo vát mắn đẻ.",Bả nhặm con thế,Bà ấy mắn đẻ thế,"Nhặm [SEP] Nhanh nhẹn, tháo vát mắn đẻ. [SEP] Bả nhặm con thế",Bà ấy mắn đẻ thế
Nhau nháu,Buồn rười rượi.,Thất tình hay sao mà buồn nhau nháu vậy ông bạn.,Thất tình hay sao mà buồn rười rượi vậy ông bạn.,Nhau nháu [SEP] Buồn rười rượi. [SEP] Thất tình hay sao mà buồn nhau nháu vậy ông bạn.,Thất tình hay sao mà buồn rười rượi vậy ông bạn.
Khênh,"Khiêng, nâng vật nặng.","Cái bàn này đâu có nặng gì đâu, mà phải kêu tới bốn năm người khênh dữ vậy.","Cái bàn này đâu có nặng gì đâu, mà phải gọi tới bốn năm người khiêng thế.","Khênh [SEP] Khiêng, nâng vật nặng. [SEP] Cái bàn này đâu có nặng gì đâu, mà phải kêu tới bốn năm người khênh dữ vậy.","Cái bàn này đâu có nặng gì đâu, mà phải gọi tới bốn năm người khiêng thế."
Bơm hót,"Nịnh hót, nói hùa theo để lấy lòng",Mày chỉ giỏi bơm hót kẻ giàu sang,Hắn ta chỉ biết nịnh bợ những người có tiền có quyền,"Bơm hót [SEP] Nịnh hót, nói hùa theo để lấy lòng [SEP] Mày chỉ giỏi bơm hót kẻ giàu sang",Hắn ta chỉ biết nịnh bợ những người có tiền có quyền
Mẹ (Me),Từ cảm thán biểu thị bực bội,Mẹ! Tại sao không có người ra mồi?,Mẹ kiếp! Tại sao không có người ra mồi?,Mẹ (Me) [SEP] Từ cảm thán biểu thị bực bội [SEP] Mẹ! Tại sao không có người ra mồi?,Mẹ kiếp! Tại sao không có người ra mồi?
Sần đầu Sần lưng,"Làm việc cực khổ, nhức óc",Tìm tiền đóng học cho con muốn sần đầu.,Tìm tiền đóng học cho con muốn điên cái đầu.,"Sần đầu Sần lưng [SEP] Làm việc cực khổ, nhức óc [SEP] Tìm tiền đóng học cho con muốn sần đầu.",Tìm tiền đóng học cho con muốn điên cái đầu.
Dàn chào,Lễ tân khánh tiết Bộ máy gián tiếp cồng kềnh,Nhìn thấy cái dàn chào của ống thì cũng đủ biết đám cưới nhà giàu chơi ngông rồi,Chỉ cần nhìn thấy đội ngũ lễ tân đón khách dàn hàng ngang đông đảo hoành tráng của ông ấy là cũng đủ biết đây là một đám cưới xa hoa chơi ngông của gia đình đại gia giàu nứt vách rồi,Dàn chào [SEP] Lễ tân khánh tiết Bộ máy gián tiếp cồng kềnh [SEP] Nhìn thấy cái dàn chào của ống thì cũng đủ biết đám cưới nhà giàu chơi ngông rồi,Chỉ cần nhìn thấy đội ngũ lễ tân đón khách dàn hàng ngang đông đảo hoành tráng của ông ấy là cũng đủ biết đây là một đám cưới xa hoa chơi ngông của gia đình đại gia giàu nứt vách rồi
Ngay băng (bân,"Thẳng băng, rất thẳng, đúng phóc, chính xác tuyệt đối.",Tui đoán ngay băng,Tôi đoán trúng phóc,"Ngay băng (bân [SEP] Thẳng băng, rất thẳng, đúng phóc, chính xác tuyệt đối. [SEP] Tui đoán ngay băng",Tôi đoán trúng phóc
Hết lớn,Mừng rỡ vô cùng Cực kỳ tuyệt vời.,"Nó thi đậu vào đại học kì này, chắc cả nhà mừng hết lớn.",Nó thi đỗ đại học thế này thì cả gia đình chắc chắn vui sướng tột độ.,"Hết lớn [SEP] Mừng rỡ vô cùng Cực kỳ tuyệt vời. [SEP] Nó thi đậu vào đại học kì này, chắc cả nhà mừng hết lớn.",Nó thi đỗ đại học thế này thì cả gia đình chắc chắn vui sướng tột độ.
Nam Bộ kháng chiến,Bài hát và sự kiện lịch sử Nam Bộ bắt đầu kháng chiến chống Pháp (23 9 1945).,"Đón những sự kiện lịch sử Nam Bộ kháng chiến, Tạ Thanh Sơn viết bài Nam Bộ kháng chiến .","Đón những sự kiện lịch sử Nam Bộ kháng chiến, Tạ Thanh Sơn viết bài 'Nam Bộ kháng chiến'.","Nam Bộ kháng chiến [SEP] Bài hát và sự kiện lịch sử Nam Bộ bắt đầu kháng chiến chống Pháp (23 9 1945). [SEP] Đón những sự kiện lịch sử Nam Bộ kháng chiến, Tạ Thanh Sơn viết bài Nam Bộ kháng chiến .","Đón những sự kiện lịch sử Nam Bộ kháng chiến, Tạ Thanh Sơn viết bài 'Nam Bộ kháng chiến'."
Xễ (cánh),Bị hạ thấp (do mệt thua),"Tao học được cái xễ này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái bị hạ thấp này từ hồi nhỏ, giờ vẫn nhớ.","Xễ (cánh) [SEP] Bị hạ thấp (do mệt thua) [SEP] Tao học được cái xễ này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái bị hạ thấp này từ hồi nhỏ, giờ vẫn nhớ."
